Product,State,zip3,length
Mortgage,GA,303,3611
Vehicle loan or lease,TX,751,120
Mortgage,WA,983,3985
Credit card or prepaid card,MN,553,4006
Credit card or prepaid card,AZ,852,172
Vehicle loan or lease,CA,928,2242
Credit card or prepaid card,FL,330,781
Credit card or prepaid card,NV,891,616
Credit card or prepaid card,NC,282,850
Credit card or prepaid card,NJ,77,403
Mortgage,TX,786,308
Credit card or prepaid card,TX,0,1373
Vehicle loan or lease,NV,891,3050
Mortgage,IL,618,109
Credit card or prepaid card,CO,803,103
Credit card or prepaid card,CA,925,2208
Credit card or prepaid card,NV,891,1142
Mortgage,NV,890,2510
Credit card or prepaid card,FL,0,315
Student loan,MO,0,1869
Credit card or prepaid card,CA,925,1598
Student loan,TN,381,812
Mortgage,PA,170,1092
Mortgage,TX,770,1320
Mortgage,IL,606,2031
Student loan,WA,993,1437
Credit card or prepaid card,FL,341,1421
Credit card or prepaid card,PA,0,250
Student loan,NY,110,2863
Credit card or prepaid card,MD,0,619
Credit card or prepaid card,SC,297,1211
Mortgage,CA,920,3735
Vehicle loan or lease,GA,301,507
Credit card or prepaid card,CA,937,122
Mortgage,AZ,850,466
Credit card or prepaid card,NY,0,1682
Student loan,MO,641,594
Mortgage,VA,220,4151
Mortgage,NM,871,2020
Credit card or prepaid card,CA,949,593
Mortgage,CA,945,689
Credit card or prepaid card,MD,206,475
Mortgage,NJ,0,331
Credit card or prepaid card,CA,951,592
Credit card or prepaid card,NE,0,301
Mortgage,CA,921,1534
Mortgage,NC,271,1830
Credit card or prepaid card,GA,0,326
Credit card or prepaid card,FL,344,676
Credit card or prepaid card,KY,424,715
Mortgage,GA,313,491
Mortgage,GA,301,6174
Mortgage,OH,454,212
Credit card or prepaid card,CA,923,1055
Mortgage,WA,983,6523
Credit card or prepaid card,CA,921,628
Mortgage,MD,208,2038
Mortgage,CA,908,855
Credit card or prepaid card,MN,553,1897
Mortgage,GA,313,322
Credit card or prepaid card,FL,330,828
Credit card or prepaid card,NY,130,1467
Credit card or prepaid card,NJ,0,1780
Vehicle loan or lease,CA,923,978
Credit card or prepaid card,WA,980,1149
Credit card or prepaid card,AZ,853,990
Vehicle loan or lease,TX,751,1533
Credit card or prepaid card,NY,105,1433
Credit card or prepaid card,CA,917,705
Mortgage,PA,0,3298
Mortgage,NJ,80,3649
Student loan,ID,836,1154
Mortgage,OK,0,1800
Mortgage,MI,0,838
Credit card or prepaid card,IA,504,1041
Mortgage,CA,958,2425
Mortgage,CA,948,405
Mortgage,NY,142,514
Mortgage,AL,0,1044
Student loan,NY,100,611
Vehicle loan or lease,WI,532,694
Student loan,PA,0,3100
Mortgage,TN,380,662
Credit card or prepaid card,NV,891,1589
Mortgage,GA,303,6730
Vehicle loan or lease,CA,0,2014
Credit card or prepaid card,NY,0,145
Credit card or prepaid card,CO,0,2325
Mortgage,WA,992,4166
Mortgage,NJ,87,178
Student loan,DC,0,974
Mortgage,KY,402,3798
Credit card or prepaid card,PA,194,888
Mortgage,MN,0,522
Mortgage,VA,236,1884
Credit card or prepaid card,GA,301,360
Mortgage,AK,995,758
Credit card or prepaid card,CA,959,1319
Credit card or prepaid card,NY,103,284
Mortgage,TX,760,1467
Credit card or prepaid card,CA,956,1631
Credit card or prepaid card,NY,117,1259
Mortgage,CA,926,859
Student loan,OH,435,695
Mortgage,IL,600,837
Mortgage,MO,0,522
Credit card or prepaid card,VA,222,1061
Credit card or prepaid card,PA,191,2653
Mortgage,FL,322,697
Credit card or prepaid card,FL,341,790
Credit card or prepaid card,CA,913,1147
Student loan,CO,0,721
Mortgage,CA,913,1132
Mortgage,GA,0,1159
Mortgage,MO,0,804
Credit card or prepaid card,PA,0,1649
Mortgage,NY,0,1563
Credit card or prepaid card,GA,301,324
Credit card or prepaid card,FL,334,947
Mortgage,NC,280,941
Mortgage,CA,945,1639
Credit card or prepaid card,SC,296,63
Credit card or prepaid card,WA,0,2508
Credit card or prepaid card,CO,0,387
Credit card or prepaid card,MO,631,6875
Vehicle loan or lease,NC,278,2410
Vehicle loan or lease,IL,600,1344
Mortgage,CA,922,1602
Credit card or prepaid card,TX,750,647
Mortgage,WA,980,2088
Credit card or prepaid card,IL,627,662
Credit card or prepaid card,FL,327,2046
Vehicle loan or lease,GA,302,3217
Credit card or prepaid card,NJ,71,686
Credit card or prepaid card,NY,112,830
Credit card or prepaid card,NC,285,1358
Student loan,MD,0,1072
Mortgage,HI,967,722
Credit card or prepaid card,MS,386,500
Mortgage,NV,891,5207
Student loan,FL,321,225
Mortgage,MN,550,2105
Mortgage,CA,925,2459
Credit card or prepaid card,MN,553,334
Mortgage,NJ,0,3398
Credit card or prepaid card,FL,330,307
Credit card or prepaid card,MO,0,3459
Credit card or prepaid card,TX,774,2677
Mortgage,MT,591,558
Vehicle loan or lease,FL,347,1550
Credit card or prepaid card,MI,490,361
Mortgage,TX,782,1054
Credit card or prepaid card,CT,0,1652
Vehicle loan or lease,AZ,0,2107
Credit card or prepaid card,OH,0,1035
Mortgage,NC,282,2448
Mortgage,MD,207,3321
Credit card or prepaid card,ME,0,2585
Mortgage,CA,0,1579
Credit card or prepaid card,FL,334,2108
Credit card or prepaid card,OK,730,598
Credit card or prepaid card,PA,0,814
Credit card or prepaid card,CA,911,1299
Mortgage,IN,0,579
Vehicle loan or lease,MS,0,388
Credit card or prepaid card,OK,730,558
Mortgage,CT,0,863
Mortgage,GA,300,295
Credit card or prepaid card,MA,24,412
Vehicle loan or lease,MD,211,206
Credit card or prepaid card,VA,0,1902
Student loan,MD,211,2073
Mortgage,TX,781,1532
Credit card or prepaid card,FL,0,754
Credit card or prepaid card,AZ,0,570
Credit card or prepaid card,NY,132,6317
Credit card or prepaid card,TN,0,707
Student loan,PA,170,1170
Credit card or prepaid card,GA,302,572
Mortgage,GA,0,397
Mortgage,CA,956,1419
Student loan,AZ,852,216
Mortgage,OK,730,1914
Mortgage,NJ,71,2251
Credit card or prepaid card,OH,0,1222
Mortgage,WA,0,892
Student loan,SD,0,1240
Student loan,NY,117,1052
Student loan,MI,0,467
Mortgage,DE,0,823
Mortgage,TX,760,3437
Credit card or prepaid card,NE,0,1005
Mortgage,MA,0,459
Mortgage,PR,957,105
Mortgage,PA,0,1924
Credit card or prepaid card,NV,891,1784
Mortgage,CA,0,2754
Student loan,VA,232,1318
Credit card or prepaid card,TX,760,911
Mortgage,KY,0,1033
Mortgage,PA,191,774
Mortgage,TX,775,465
Mortgage,FL,322,418
Mortgage,IL,606,1072
Credit card or prepaid card,MI,0,1447
Credit card or prepaid card,DC,200,977
Mortgage,WA,983,743
Credit card or prepaid card,MA,0,205
Student loan,TN,374,1228
Credit card or prepaid card,FL,346,1044
Student loan,TX,0,5076
Credit card or prepaid card,SC,0,329
Vehicle loan or lease,GA,303,897
Mortgage,TX,0,1541
Credit card or prepaid card,CA,900,2697
Vehicle loan or lease,TX,752,376
Vehicle loan or lease,GA,300,212
Credit card or prepaid card,CA,0,739
Credit card or prepaid card,MO,0,456
Vehicle loan or lease,PA,0,805
Vehicle loan or lease,CA,900,1696
Credit card or prepaid card,MD,0,1908
Vehicle loan or lease,PA,0,6510
Credit card or prepaid card,IL,604,862
Credit card or prepaid card,CA,920,1526
Mortgage,OR,0,3090
Mortgage,TX,0,730
Credit card or prepaid card,UT,841,855
Mortgage,CA,900,1958
Vehicle loan or lease,FL,334,747
Credit card or prepaid card,FL,329,2406
Mortgage,FL,0,1781
Vehicle loan or lease,TX,0,63
Credit card or prepaid card,NC,278,978
Credit card or prepaid card,OH,452,461
Credit card or prepaid card,LA,0,592
Credit card or prepaid card,OK,0,613
Mortgage,TX,0,1192
Vehicle loan or lease,CA,915,538
Credit card or prepaid card,CO,802,2642
Vehicle loan or lease,GA,300,1393
Credit card or prepaid card,KY,402,772
Mortgage,NJ,88,558
Credit card or prepaid card,AZ,852,1472
Credit card or prepaid card,KY,422,1925
Mortgage,MO,0,2046
Credit card or prepaid card,GA,314,1540
Student loan,CT,64,1630
Credit card or prepaid card,CA,912,956
Student loan,NY,113,6061
Mortgage,VA,231,534
Mortgage,CA,925,1295
Mortgage,NH,0,1911
Credit card or prepaid card,IN,0,997
Mortgage,CA,900,964
Credit card or prepaid card,WA,983,2374
Mortgage,TX,0,2503
Mortgage,CA,927,1474
Vehicle loan or lease,OH,441,998
Credit card or prepaid card,LA,0,386
Mortgage,CA,926,619
Mortgage,MA,17,633
Mortgage,FL,331,1326
Mortgage,IN,460,303
Student loan,CO,0,293
Credit card or prepaid card,GA,303,612
Vehicle loan or lease,DC,200,817
Credit card or prepaid card,CO,802,534
Credit card or prepaid card,CA,930,1919
Mortgage,GA,0,2331
Credit card or prepaid card,CO,809,219
Credit card or prepaid card,CA,907,433
Credit card or prepaid card,CA,941,1412
Mortgage,NY,130,2136
Credit card or prepaid card,FL,330,1477
Vehicle loan or lease,TX,782,7967
Mortgage,FL,322,1455
Credit card or prepaid card,VA,223,378
Mortgage,FL,330,2287
Mortgage,PA,189,839
Credit card or prepaid card,MA,0,7722
Credit card or prepaid card,PA,181,311
Vehicle loan or lease,MI,482,4858
Credit card or prepaid card,NY,110,1009
Credit card or prepaid card,TN,384,884
Mortgage,CA,904,1337
Mortgage,PA,163,1082
Vehicle loan or lease,TX,760,1791
Vehicle loan or lease,WA,0,509
Credit card or prepaid card,NY,0,1170
Student loan,IL,0,518
Mortgage,MA,0,1211
Credit card or prepaid card,PA,191,711
Vehicle loan or lease,MI,481,1348
Credit card or prepaid card,MO,640,559
Mortgage,MS,0,584
Mortgage,CO,802,840
Mortgage,SC,0,3062
Student loan,AZ,853,294
Credit card or prepaid card,OH,450,1216
Mortgage,NY,127,734
Student loan,TX,777,1054
Mortgage,WI,0,442
Vehicle loan or lease,NY,112,307
Credit card or prepaid card,OR,975,1198
Vehicle loan or lease,GA,303,198
Vehicle loan or lease,CO,801,677
Credit card or prepaid card,FL,330,1515
Mortgage,MD,217,1069
Credit card or prepaid card,VA,231,3730
Credit card or prepaid card,KS,668,2994
Credit card or prepaid card,GA,0,142
Mortgage,NY,117,2457
Mortgage,SC,294,759
Mortgage,FL,331,2384
Mortgage,TN,0,3304
Mortgage,NV,890,3116
Vehicle loan or lease,LA,710,308
Mortgage,FL,330,335
Credit card or prepaid card,MI,482,638
Mortgage,AR,721,1139
Mortgage,NY,111,628
Mortgage,CA,913,1821
Credit card or prepaid card,CA,917,2432
Vehicle loan or lease,FL,0,373
Credit card or prepaid card,FL,341,3047
Student loan,OR,970,3344
Credit card or prepaid card,NJ,78,196
Mortgage,NC,271,1006
Mortgage,FL,0,919
Credit card or prepaid card,WI,0,2421
Mortgage,TX,750,1543
Credit card or prepaid card,CA,926,3588
Credit card or prepaid card,CA,913,653
Mortgage,MD,212,1614
Credit card or prepaid card,IL,601,946
Mortgage,CA,912,771
Mortgage,AL,0,6200
Credit card or prepaid card,FL,0,1310
Credit card or prepaid card,MI,482,2011
Credit card or prepaid card,MA,21,476
Vehicle loan or lease,CA,0,178
Mortgage,CO,800,1835
Credit card or prepaid card,NJ,87,764
Mortgage,CA,956,2879
Student loan,AR,721,336
Credit card or prepaid card,AL,0,2510
Student loan,MD,212,281
Student loan,MO,634,718
Mortgage,VA,221,3081
Vehicle loan or lease,CA,913,1606
Credit card or prepaid card,FL,328,431
Student loan,DC,200,1094
Vehicle loan or lease,None,0,767
Mortgage,PA,0,1764
Vehicle loan or lease,WI,532,2063
Credit card or prepaid card,WI,539,406
Credit card or prepaid card,NC,0,572
Credit card or prepaid card,CA,951,371
Vehicle loan or lease,CA,951,745
Mortgage,CA,920,294
Credit card or prepaid card,CA,940,2828
Vehicle loan or lease,NY,110,586
Credit card or prepaid card,FL,0,903
Mortgage,OR,972,2908
Credit card or prepaid card,NY,0,244
Mortgage,MT,596,2228
Credit card or prepaid card,CO,802,1015
Mortgage,KS,660,881
Credit card or prepaid card,CO,800,525
Mortgage,MD,207,663
Student loan,VA,0,984
Credit card or prepaid card,MA,0,2097
Credit card or prepaid card,FL,331,974
Credit card or prepaid card,PA,181,881
Credit card or prepaid card,MA,0,752
Credit card or prepaid card,CA,953,169
Mortgage,TX,750,1098
Vehicle loan or lease,FL,337,743
Credit card or prepaid card,MS,391,357
Credit card or prepaid card,MI,0,2017
Credit card or prepaid card,NY,0,493
Credit card or prepaid card,NJ,0,1150
Mortgage,TX,751,1147
Credit card or prepaid card,CA,930,606
Mortgage,CA,913,2874
Vehicle loan or lease,CA,928,1266
Credit card or prepaid card,FL,331,343
Mortgage,CA,926,246
Mortgage,MO,0,1549
Mortgage,CA,913,1512
Mortgage,LA,708,358
Credit card or prepaid card,MS,0,166
Credit card or prepaid card,TX,774,786
Credit card or prepaid card,NY,110,288
Credit card or prepaid card,NY,0,400
Vehicle loan or lease,MD,214,1201
Credit card or prepaid card,VT,0,10021
Credit card or prepaid card,FL,0,167
Mortgage,CA,960,1304
Mortgage,MA,17,3591
Credit card or prepaid card,TX,773,298
Mortgage,OH,430,553
Credit card or prepaid card,CA,940,1243
Vehicle loan or lease,MN,0,1155
Credit card or prepaid card,PA,189,1947
Student loan,RI,28,1423
Student loan,OH,436,663
Vehicle loan or lease,PA,0,330
Vehicle loan or lease,TX,782,4450
Vehicle loan or lease,NJ,70,420
Mortgage,NJ,0,5380
Mortgage,CA,0,1312
Credit card or prepaid card,FL,336,1774
Credit card or prepaid card,FL,342,1008
Student loan,PA,0,1215
Vehicle loan or lease,GA,301,496
Vehicle loan or lease,CA,907,4405
Mortgage,AL,0,854
Credit card or prepaid card,WA,0,882
Mortgage,NY,117,5792
Mortgage,CA,932,261
Mortgage,OR,970,1910
Credit card or prepaid card,IL,604,535
Mortgage,CA,0,796
Credit card or prepaid card,MS,386,1393
Student loan,WA,980,716
Credit card or prepaid card,NJ,0,698
Mortgage,MD,0,5094
Mortgage,MN,0,1296
Credit card or prepaid card,FL,0,315
Mortgage,MD,212,639
Credit card or prepaid card,CA,950,744
Mortgage,IL,600,580
Credit card or prepaid card,NV,891,877
Credit card or prepaid card,FL,331,753
Student loan,NC,0,3987
Mortgage,NJ,74,3709
Mortgage,VA,220,1480
Credit card or prepaid card,PA,190,730
Credit card or prepaid card,CA,913,978
Student loan,WA,982,2507
Student loan,NY,100,1815
Student loan,CA,919,3016
Mortgage,CO,802,1453
Mortgage,WA,984,1032
Vehicle loan or lease,GA,301,1275
Mortgage,LA,701,1094
Credit card or prepaid card,CA,917,2812
Credit card or prepaid card,NY,0,2079
Mortgage,RI,29,1691
Mortgage,OH,0,340
Credit card or prepaid card,IL,0,1205
Mortgage,IL,604,1012
Mortgage,VA,0,957
Vehicle loan or lease,TX,775,4478
Mortgage,IL,606,1326
Mortgage,WI,549,350
Mortgage,CA,925,270
Mortgage,AZ,850,1609
Credit card or prepaid card,CA,921,864
Vehicle loan or lease,GA,306,1277
Mortgage,WI,0,5069
Mortgage,FL,0,223
Credit card or prepaid card,AZ,0,272
Credit card or prepaid card,TX,751,638
Credit card or prepaid card,WI,530,951
Mortgage,CO,0,896
Student loan,MA,20,242
Credit card or prepaid card,GA,301,1367
Credit card or prepaid card,GA,300,2472
Credit card or prepaid card,NY,115,1747
Mortgage,NJ,801,280
Credit card or prepaid card,NJ,707,4005
Mortgage,FL,336,537
Mortgage,TX,752,1280
Mortgage,PA,0,1735
Mortgage,TX,0,678
Mortgage,NJ,0,3785
Mortgage,AZ,0,569
Student loan,CA,926,2204
Credit card or prepaid card,NY,109,403
Credit card or prepaid card,SC,0,1105
Credit card or prepaid card,CA,925,4548
Mortgage,CA,926,1954
Vehicle loan or lease,CA,916,952
Mortgage,CA,926,1470
Mortgage,CA,0,3508
Vehicle loan or lease,NY,117,363
Vehicle loan or lease,SC,291,1109
Vehicle loan or lease,FL,342,4393
Mortgage,FL,331,1795
Vehicle loan or lease,CA,935,530
Credit card or prepaid card,CA,956,2520
Credit card or prepaid card,CA,957,61
Credit card or prepaid card,NH,310,746
Vehicle loan or lease,UT,840,2672
Mortgage,NM,870,2300
Vehicle loan or lease,NY,114,2435
Mortgage,SC,295,795
Student loan,VA,201,1161
Credit card or prepaid card,MO,633,1874
Mortgage,CA,943,688
Student loan,OR,977,875
Credit card or prepaid card,TX,785,3233
Mortgage,CA,902,3508
Mortgage,NY,103,809
Mortgage,PA,191,1220
Credit card or prepaid card,MI,480,5584
Mortgage,NC,287,2424
Mortgage,FL,0,2136
Credit card or prepaid card,MN,0,317
Mortgage,FL,330,907
Mortgage,NV,890,369
Mortgage,FL,0,6249
Mortgage,AZ,852,743
Credit card or prepaid card,CA,913,864
Credit card or prepaid card,CA,923,610
Credit card or prepaid card,MD,211,550
Credit card or prepaid card,TX,750,1085
Credit card or prepaid card,ME,0,1549
Vehicle loan or lease,LA,0,988
Credit card or prepaid card,IN,468,636
Credit card or prepaid card,MD,207,570
Credit card or prepaid card,FL,334,2968
Credit card or prepaid card,FL,322,2465
Mortgage,NJ,77,452
Mortgage,WV,249,1164
Mortgage,CA,923,749
Mortgage,WA,982,199
Credit card or prepaid card,NY,112,872
Credit card or prepaid card,CA,902,228
Credit card or prepaid card,CO,802,829
Credit card or prepaid card,NJ,88,151
Credit card or prepaid card,TX,750,321
Mortgage,SC,0,966
Credit card or prepaid card,AZ,853,732
Mortgage,FL,325,1298
Mortgage,OR,974,3212
Mortgage,CA,906,382
Credit card or prepaid card,HI,968,480
Mortgage,OH,441,2251
Vehicle loan or lease,SC,296,809
Mortgage,OH,441,790
Mortgage,GA,305,7469
Mortgage,TX,774,1922
Mortgage,NY,113,2220
Mortgage,NC,0,2068
Mortgage,CA,925,1236
Credit card or prepaid card,IL,606,6203
Mortgage,TN,382,1760
Vehicle loan or lease,NJ,874,1011
Credit card or prepaid card,TX,750,235
Mortgage,AL,360,549
Mortgage,WI,543,1366
Mortgage,IL,606,374
Mortgage,IL,604,2309
Vehicle loan or lease,MO,631,1984
Credit card or prepaid card,CA,913,4859
Credit card or prepaid card,KS,0,789
Student loan,NY,110,1245
Mortgage,NJ,82,609
Credit card or prepaid card,MI,0,1447
Credit card or prepaid card,MA,10,974
Credit card or prepaid card,CA,954,790
Credit card or prepaid card,AZ,852,1256
Mortgage,NJ,81,1741
Credit card or prepaid card,OR,970,1653
Student loan,CA,946,565
Credit card or prepaid card,VA,221,1651
Vehicle loan or lease,FL,349,2736
Credit card or prepaid card,NY,0,1910
Student loan,NY,112,765
Credit card or prepaid card,OH,442,2346
Credit card or prepaid card,CO,802,1732
Credit card or prepaid card,FL,0,1693
Mortgage,MS,390,2188
Credit card or prepaid card,MI,481,1004
Credit card or prepaid card,PR,771,98
Vehicle loan or lease,NY,113,269
Mortgage,FL,334,268
Mortgage,CA,949,1040
Student loan,CA,958,1063
Student loan,PA,191,394
Student loan,CA,917,170
Credit card or prepaid card,TX,751,275
Vehicle loan or lease,TX,750,402
Credit card or prepaid card,NY,100,1841
Mortgage,TX,786,2036
Mortgage,CA,956,2761
Credit card or prepaid card,MI,0,1014
Student loan,ID,837,3553
Student loan,NY,112,1234
